984866513466396672,8
984826558954311681,8
984814730538713094,8
984807973355753474,8
984402004695965697,8
984618795028250624,8
984618222942011393,8
984598839360442368,8
984596242687721473,8
984594950980624384,8
984594735082950656,8
984469794236743680,8
956268639040061440,8
984940660955471872,7
984831738915336192,7
984850349902082048,6
703867280795373568,6
981061444421775360,6
931346159209271296,6
984774191202398208,5
984725664740847617,5
984639303979417600,5
984474980673961984,5
983790849216733184,5
926527554118406144,5
981162951666053120,5
984794043300438017,4
984671822653345792,4
983658692645216256,4
983657620534939649,4
978383020091568128,4
937980808781905920,4
985025710904565760,3
985008171281510401,3
984244991831760897,3
984740010053263360,3
984487174778314753,3
980486090971865088,3
984164261390835712,3
984130404759334926,3
984352594465193984,3
984352905242099713,3
929816769996476416,3
983890294918787074,3
983846771158855680,3
983093001449811970,3
983594069275365376,3
982685789518737408,3
982820862129618946,3
982202520356270080,3
981689159713787905,3
980018980701302784,3
979739113979920384,3
979507193555963904,3
977927490890027009,3
976919502762934273,3
976595083758891008,3
976593738481983488,3
976312649041391621,3
975787244861538305,3
973941432187834369,3
971820479924154368,3
970104161114214400,3
964826403387658241,3
964809232309727232,3
963688605288947714,3
951229155068252161,3
956873109092601859,3
957223162760040448,3
952694909999435776,3
952990543922909184,3
938529703001931777,3
941207187728228353,3
936214029705596928,3
893615670818086912,3
911637405647564801,3
933757365072961536,3
925501583017746432,3
917500316714594304,3
932696509413457921,3
932770216601407488,3
933013364632182784,3
933002914221711362,3
933001359548444673,3
931534345080397824,3
928160107216736256,3
919213731300732928,3
772806652177375232,3
872901639123984385,3
871277397164863489,3
892091557951795200,3
985032689832091648,2
984979387497009152,2
984441818615107584,2
984818521690423299,2
969871138703773696,2
982220456932470784,2
984682477234073600,2
984467390590144512,2
983706893460889600,2
984039541379092481,2
983991583979786241,2
964088975513223168,2
983722640719282182,2
983624195648057346,2
982468719686365184,2
982189841508065282,2
981930518471168000,2
981817499460218881,2
981815854680694784,2
981813681657872384,2
981487504649015297,2
980775148448960512,2
981426411247423489,2
981064878315180032,2
980844157043380225,2
977811490731380736,2
951608829497634816,2
978163523128717313,2
977803015083122689,2
974977604871753728,2
975307784047726593,2
976033275373334528,2
975807947057098752,2
973600700377772032,2
970980572179857409,2
970950882291535872,2
970317093500588032,2
969986660439126016,2
969890157292859392,2
956131625242329088,2
950366761014063106,2
949551680990994432,2
946508532328882177,2
735099685262790661,2
931543704711544833,2
929718983057661952,2
663391669534990337,2
918132143695556609,2
912997303664955392,2
908099621934727174,2
558386624007258113,2
884672151026106368,2
878830701973356544,2
852417024085110784,2
757596700311781376,2
747687836388892672,2
734739132522565632,2
984929925978345473,1
983985408542494721,1
984504120466984960,1
984848122642817025,1
984794156076847104,1
984789083707924481,1
984781363248226305,1
984751846341226496,1
984749114587013120,1
984749005115740161,1
984704207830769664,1
984692216915427328,1
984601746994532358,1
984598472803471360,1
984446007659417601,1
984216181782601728,1
984146958355968000,1
983467397012172800,1
973174694567383041,1
983755840950710278,1
984076751486808064,1
983995513077977088,1
983978659404042240,1
983824265634918400,1
983778456759660544,1
